date;plant-stand;precip;temp;hail;crop-hist;area-damaged;severity;seed-tmt;germination;plant-growth;leaves;leafspots-halo;leafspots-marg;leafspot-size;leaf-shread;leaf-malf;leaf-mild;stem;lodging;stem-cankers;canker-lesion;fruiting-bodies;external-decay;mycelium;int-discolor;sclerotia;fruit-pods;fruit-spots;seed;mold-growth;seed-discolor;seed-size;shriveling;roots;class
august;lt-normal;lt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;90-100;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dna;absent;watery;absent;brown;absent;few-present;colored;norm;absent;absent;norm;absent;rotted;brown-stem-rot
august;normal;lt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
september;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;whole-field;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
may;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;gt-norm;gt-norm;yes;diff-lst-year;scattered;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;norm;yes;same-lst-yr;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;tan;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
june;lt-normal;norm;lt-norm;yes;same-lst-two-yrs;upper-areas;minor;fungicide;lt-80;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;powdery-mildew
july;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;norm;norm;yes;same-lst-yr;low-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;gt-norm;norm;yes;diff-lst-year;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;no;above-sec-nde;dna;absent;watery;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;gt-norm;norm;no;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;no;below-soil;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;none;absent;diseased;dna;abnorm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
may;normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dna;present;watery;absent;none;absent;few-present;brown-w/blk-specks;norm;present;present;lt-norm;present;rotted;diaporthe-pod-&-stem-blight
september;normal;gt-norm;norm;yes;same-lst-yr;whole-field;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;gt-norm;gt-norm;yes;diff-lst-year;upper-areas;pot-severe;none;lt-80;abnorm;abnorm;no-yellow-halos;no-w-s-marg;lt-1/8;absent;absent;absent;norm;yes;absent;dk-brown-blk;absent;watery;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;bacterial-pustule
august;normal;lt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;90-100;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;present;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;watery;absent;none;absent;few-present;dna;norm;absent;absent;norm;absent;rotted;phytophthora-rot
august;normal;lt-norm;lt-norm;no;same-lst-yr;scattered;pot-severe;none;80-89;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;lt-norm;no;same-lst-sev-yrs;low-areas;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;dna;present;absent;absent;none;absent;few-present;absent;norm;absent;absent;norm;absent;norm;rhizoctonia-root-rot
august;normal;lt-norm;lt-norm;no;same-lst-yr;low-areas;severe;other;lt-80;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;present;lt-norm;absent;rotted;powdery-mildew
october;normal;norm;lt-norm;no;diff-lst-year;scattered;minor;none;80-89;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
july;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;norm;norm;yes;diff-lst-year;scattered;pot-severe;fungicide;lt-80;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;brown;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
september;normal;lt-norm;gt-norm;no;same-lst-two-yrs;scattered;pot-severe;other;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
october;normal;gt-norm;norm;yes;same-lst-yr;scattered;pot-severe;fungicide;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
may;lt-normal;norm;lt-norm;no;same-lst-sev-yrs;low-areas;severe;fungicide;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dk-brown-blk;absent;watery;absent;none;absent;norm;absent;abnorm;absent;absent;norm;absent;rotted;phytophthora-rot
september;lt-normal;gt-norm;gt-norm;yes;diff-lst-year;scattered;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;gt-norm;no;same-lst-sev-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;bacterial-blight
october;normal;gt-norm;lt-norm;no;same-lst-yr;scattered;pot-severe;other;90-100;norm;abnorm;yellow-halos;dna;lt-1/8;absent;present;absent;norm;yes;above-soil;brown;absent;firm-and-dry;absent;brown;absent;dna;dna;abnorm;present;absent;norm;absent;norm;downy-mildew
july;normal;gt-norm;norm;no;same-lst-two-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;lt-normal;norm;gt-norm;no;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;present;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
july;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
june;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;minor;other;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;present;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;lt-normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
august;normal;gt-norm;norm;yes;diff-lst-year;scattered;pot-severe;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;fungicide;lt-80;norm;norm;absent;dna;dna;absent;absent;absent;norm;yes;absent;tan;absent;watery;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;purple-seed-stain
august;lt-normal;norm;norm;yes;diff-lst-year;scattered;minor;other;lt-80;norm;abnorm;no-yellow-halos;dna;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;gt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;fungicide;80-89;abnorm;abnorm;absent;no-w-s-marg;gt-1/8;present;absent;lower-surf;abnorm;yes;above-soil;brown;absent;absent;absent;none;absent;dna;brown-w/blk-specks;norm;absent;absent;norm;absent;rotted;bacterial-blight
september;lt-normal;lt-norm;norm;yes;same-lst-two-yrs;low-areas;severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;severe;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;upper-surf;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;lt-normal;gt-norm;norm;no;same-lst-two-yrs;whole-field;severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;above-soil;dna;absent;absent;absent;none;absent;few-present;dna;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
may;lt-normal;gt-norm;lt-norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;lt-80;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;brown;absent;firm-and-dry;present;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;rhizoctonia-root-rot
october;lt-normal;norm;gt-norm;no;same-lst-sev-yrs;low-areas;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
september;lt-normal;gt-norm;gt-norm;no;same-lst-sev-yrs;scattered;pot-severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;dna;abnorm;absent;present;lt-norm;present;norm;frog-eye-leaf-spot
may;normal;gt-norm;lt-norm;no;same-lst-yr;low-areas;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;absent;absent;absent;norm;no;absent;tan;absent;absent;absent;none;absent;diseased;colored;abnorm;absent;present;norm;absent;norm;purple-seed-stain
may;normal;gt-norm;norm;yes;same-lst-yr;whole-field;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;colored;norm;absent;absent;norm;absent;rotted;brown-spot
september;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
april;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;other;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;no;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;lt-normal;norm;lt-norm;yes;same-lst-two-yrs;whole-field;severe;fungicide;90-100;abnorm;abnorm;no-yellow-halos;dna;dna;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
june;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;few-present;absent;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
june;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;80-89;abnorm;abnorm;yellow-halos;dna;dna;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;normal;gt-norm;norm;yes;same-lst-yr;upper-areas;pot-severe;none;80-89;abnorm;norm;absent;w-s-marg;lt-1/8;absent;absent;lower-surf;abnorm;yes;absent;dk-brown-blk;absent;absent;absent;none;absent;diseased;brown-w/blk-specks;abnorm;absent;absent;lt-norm;absent;galls-cysts;cyst-nematode
june;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;other;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;no;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
august;normal;lt-norm;norm;yes;same-lst-yr;scattered;pot-severe;none;90-100;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;present;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
may;lt-normal;gt-norm;norm;yes;diff-lst-year;scattered;severe;other;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;none;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dna;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
may;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;other;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;norm;absent;norm;anthracnose
september;normal;lt-norm;gt-norm;no;same-lst-two-yrs;upper-areas;pot-severe;none;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
october;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
august;normal;gt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;minor;other;90-100;norm;abnorm;yellow-halos;w-s-marg;gt-1/8;absent;present;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
july;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
july;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;scattered;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;minor;other;lt-80;norm;abnorm;yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;no;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;dna;colored;abnorm;present;absent;lt-norm;present;galls-cysts;anthracnose
september;normal;norm;gt-norm;no;diff-lst-year;whole-field;minor;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
october;lt-normal;gt-norm;norm;no;same-lst-yr;scattered;minor;fungicide;lt-80;norm;abnorm;yellow-halos;w-s-marg;gt-1/8;absent;absent;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
june;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;lt-80;norm;abnorm;absent;dna;dna;absent;present;lower-surf;norm;no;absent;dna;absent;absent;absent;none;absent;dna;dna;abnorm;present;present;lt-norm;present;rotted;downy-mildew
september;normal;lt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;pot-severe;fungicide;80-89;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;absent;norm;absent;norm;brown-stem-rot
may;lt-normal;gt-norm;lt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;lt-80;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;brown;absent;absent;absent;none;absent;few-present;absent;norm;absent;absent;norm;absent;galls-cysts;rhizoctonia-root-rot
september;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;normal;norm;lt-norm;yes;same-lst-sev-yrs;upper-areas;minor;none;80-89;norm;abnorm;yellow-halos;no-w-s-marg;lt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;watery;absent;none;absent;norm;absent;norm;present;absent;lt-norm;absent;norm;bacterial-pustule
july;normal;gt-norm;norm;yes;same-lst-yr;whole-field;severe;other;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;present;absent;norm;absent;rotted;diaporthe-stem-canker
september;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;upper-areas;minor;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
june;lt-normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dk-brown-blk;absent;watery;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;lt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
october;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;normal;gt-norm;gt-norm;yes;diff-lst-year;low-areas;minor;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;lt-norm;absent;norm;frog-eye-leaf-spot
june;normal;norm;norm;yes;same-lst-sev-yrs;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
may;lt-normal;norm;lt-norm;no;same-lst-sev-yrs;low-areas;severe;none;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;present;rotted;phytophthora-rot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;absent;present;norm;absent;norm;alternarialeaf-spot
july;lt-normal;gt-norm;lt-norm;no;same-lst-sev-yrs;upper-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;present;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
